Area_Name,Civilian_labor_force_2000,Civilian_labor_force_2001,Civilian_labor_force_2002,Civilian_labor_force_2003,Civilian_labor_force_2004,Civilian_labor_force_2005,Civilian_labor_force_2006,Civilian_labor_force_2007,Civilian_labor_force_2008,Civilian_labor_force_2009,Civilian_labor_force_2010,Civilian_labor_force_2011,Civilian_labor_force_2012,Civilian_labor_force_2013,Civilian_labor_force_2014,Civilian_labor_force_2015,Civilian_labor_force_2016,Civilian_labor_force_2017,Civilian_labor_force_2018,Civilian_labor_force_2019,Civilian_labor_force_2020,Civilian_labor_force_2021,Civilian_labor_force_2022,Civilian_labor_force_2023,Employed_2000,Employed_2001,Employed_2002,Employed_2003,Employed_2004,Employed_2005,Employed_2006,Employed_2007,Employed_2008,Employed_2009,Employed_2010,Employed_2011,Employed_2012,Employed_2013,Employed_2014,Employed_2015,Employed_2016,Employed_2017,Employed_2018,Employed_2019,Employed_2020,Employed_2021,Employed_2022,Employed_2023,Med_HH_Income_Percent_of_State_Total_2022,Median_Household_Income_2022,Metro_2023,Rural_Urban_Continuum_Code_2023,Unemployed_2000,Unemployed_2001,Unemployed_2002,Unemployed_2003,Unemployed_2004,Unemployed_2005,Unemployed_2006,Unemployed_2007,Unemployed_2008,Unemployed_2009,Unemployed_2010,Unemployed_2011,Unemployed_2012,Unemployed_2013,Unemployed_2014,Unemployed_2015,Unemployed_2016,Unemployed_2017,Unemployed_2018,Unemployed_2019,Unemployed_2020,Unemployed_2021,Unemployed_2022,Unemployed_2023,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Unemployment_rate_2021,Unemployment_rate_2022,Unemployment_rate_2023,Urban_Influence_Code_2013
"Blanco County, TX",4482.0,4419.0,4505.0,4686.0,4812.0,4710.0,4659.0,4767.0,4876.0,5081.0,5426.0,5414.0,5480.0,5528.0,5670.0,5769.0,5937.0,6181.0,6203.0,6460.0,6563.0,6898.0,7193.0,7460.0,4338.0,4255.0,4288.0,4456.0,4599.0,4516.0,4477.0,4609.0,4698.0,4819.0,5101.0,5096.0,5199.0,5267.0,5460.0,5587.0,5753.0,6009.0,6039.0,6302.0,6310.0,6665.0,6991.0,7254.0,113.8,82236.0,0.0,8.0,144.0,164.0,217.0,230.0,213.0,194.0,182.0,158.0,178.0,262.0,325.0,318.0,281.0,261.0,210.0,182.0,184.0,172.0,164.0,158.0,253.0,233.0,202.0,206.0,3.2,3.7,4.8,4.9,4.4,4.1,3.9,3.3,3.7,5.2,6.0,5.9,5.1,4.7,3.7,3.2,3.1,2.8,2.6,2.4,3.9,3.4,2.8,2.8,4.0
"Bland County, VA",2933.0,3059.0,3028.0,3036.0,2967.0,3068.0,3222.0,3389.0,3494.0,3611.0,2899.0,2854.0,2871.0,2877.0,2876.0,2792.0,2742.0,2894.0,2844.0,2853.0,2786.0,2741.0,2774.0,2851.0,2781.0,2882.0,2861.0,2876.0,2820.0,2936.0,3091.0,3251.0,3315.0,3338.0,2645.0,2644.0,2673.0,2687.0,2706.0,2635.0,2601.0,2777.0,2754.0,2775.0,2624.0,2647.0,2696.0,2766.0,64.9,55722.0,0.0,8.0,152.0,177.0,167.0,160.0,147.0,132.0,131.0,138.0,179.0,273.0,254.0,210.0,198.0,190.0,170.0,157.0,141.0,117.0,90.0,78.0,162.0,94.0,78.0,85.0,5.2,5.8,5.5,5.3,5.0,4.3,4.1,4.1,5.1,7.6,8.8,7.4,6.9,6.6,5.9,5.6,5.1,4.0,3.2,2.7,5.8,3.4,2.8,3.0,7.0
"Bleckley County, GA",5145.0,5064.0,5172.0,5335.0,5124.0,5103.0,5162.0,5361.0,5393.0,5456.0,5490.0,5478.0,5260.0,4780.0,4625.0,4323.0,4504.0,4626.0,4630.0,4611.0,4512.0,4585.0,4567.0,4762.0,4930.0,4795.0,4863.0,5052.0,4798.0,4697.0,4836.0,5057.0,4969.0,4887.0,4798.0,4754.0,4608.0,4115.0,4103.0,3948.0,4143.0,4313.0,4361.0,4368.0,4221.0,4348.0,4366.0,4562.0,77.1,56070.0,0.0,6.0,215.0,269.0,309.0,283.0,326.0,406.0,326.0,304.0,424.0,569.0,692.0,724.0,652.0,665.0,522.0,375.0,361.0,313.0,269.0,243.0,291.0,237.0,201.0,200.0,4.2,5.3,6.0,5.3,6.4,8.0,6.3,5.7,7.9,10.4,12.6,13.2,12.4,13.9,11.3,8.7,8.0,6.8,5.8,5.3,6.4,5.2,4.4,4.2,6.0
"Bledsoe County, TN",5104.0,4955.0,5146.0,5026.0,4775.0,4594.0,4874.0,4910.0,4929.0,4895.0,4477.0,4487.0,4307.0,4356.0,4299.0,4257.0,4325.0,4301.0,4230.0,4336.0,4289.0,4299.0,4380.0,4474.0,4901.0,4719.0,4854.0,4657.0,4420.0,4235.0,4553.0,4628.0,4520.0,4229.0,3875.0,3973.0,3851.0,3899.0,3910.0,3922.0,4023.0,4048.0,3981.0,4102.0,3929.0,4063.0,4148.0,4235.0,70.8,46207.0,0.0,8.0,203.0,236.0,292.0,369.0,355.0,359.0,321.0,282.0,409.0,666.0,602.0,514.0,456.0,457.0,389.0,335.0,302.0,253.0,249.0,234.0,360.0,236.0,232.0,239.0,4.0,4.8,5.7,7.3,7.4,7.8,6.6,5.7,8.3,13.6,13.4,11.5,10.6,10.5,9.0,7.9,7.0,5.9,5.9,5.4,8.4,5.5,5.3,5.3,7.0
"Blount County, AL",25266.0,25450.0,25836.0,26008.0,26237.0,26378.0,26799.0,26683.0,26693.0,26426.0,24928.0,25124.0,24978.0,24860.0,24571.0,24416.0,24380.0,25009.0,25333.0,25580.0,25065.0,25268.0,25685.0,25836.0,24375.0,24521.0,24436.0,24812.0,25149.0,25434.0,25939.0,25816.0,25405.0,24005.0,22509.0,22951.0,23216.0,23277.0,23074.0,23089.0,23061.0,23979.0,24445.0,24855.0,23944.0,24674.0,25128.0,25282.0,101.4,60553.0,1.0,1.0,891.0,929.0,1400.0,1196.0,1088.0,944.0,860.0,867.0,1288.0,2421.0,2419.0,2173.0,1762.0,1583.0,1497.0,1327.0,1319.0,1030.0,888.0,725.0,1121.0,594.0,557.0,554.0,3.5,3.7,5.4,4.6,4.1,3.6,3.2,3.2,4.8,9.2,9.7,8.6,7.1,6.4,6.1,5.4,5.4,4.1,3.5,2.8,4.5,2.4,2.2,2.1,1.0
"Blount County, TN",53929.0,55761.0,57585.0,57810.0,58452.0,58884.0,61725.0,62491.0,63545.0,63323.0,61439.0,61583.0,60341.0,59469.0,58993.0,59654.0,60872.0,61692.0,62683.0,64269.0,63727.0,64450.0,65737.0,66080.0,52049.0,53463.0,55178.0,55249.0,55991.0,56136.0,59011.0,60050.0,59681.0,57272.0,55766.0,56476.0,56001.0,55351.0,55444.0,56591.0,58202.0,59519.0,60671.0,62251.0,59667.0,62113.0,63686.0,64092.0,106.9,69713.0,1.0,2.0,1880.0,2298.0,2407.0,2561.0,2461.0,2748.0,2714.0,2441.0,3864.0,6051.0,5673.0,5107.0,4340.0,4118.0,3549.0,3063.0,2670.0,2173.0,2012.0,2018.0,4060.0,2337.0,2051.0,1988.0,3.5,4.1,4.2,4.4,4.2,4.7,4.4,3.9,6.1,9.6,9.2,8.3,7.2,6.9,6.0,5.1,4.4,3.5,3.2,3.1,6.4,3.6,3.1,3.0,2.0
"Blue Earth County, MN",33769.0,34462.0,35253.0,35397.0,35139.0,35490.0,36007.0,36290.0,37279.0,37679.0,38142.0,38398.0,38360.0,38655.0,38618.0,39466.0,39595.0,40207.0,40349.0,40852.0,40813.0,39746.0,40269.0,40911.0,32854.0,33438.0,34009.0,34030.0,33797.0,34292.0,34814.0,34921.0,35646.0,35214.0,35705.0,36313.0,36507.0,37026.0,37258.0,38277.0,38325.0,39023.0,39305.0,39706.0,38592.0,38422.0,39405.0,39965.0,82.9,68279.0,1.0,3.0,915.0,1024.0,1244.0,1367.0,1342.0,1198.0,1193.0,1369.0,1633.0,2465.0,2437.0,2085.0,1853.0,1629.0,1360.0,1189.0,1270.0,1184.0,1044.0,1146.0,2221.0,1324.0,864.0,946.0,2.7,3.0,3.5,3.9,3.8,3.4,3.3,3.8,4.4,6.5,6.4,5.4,4.8,4.2,3.5,3.0,3.2,2.9,2.6,2.8,5.4,3.3,2.1,2.3,2.0
"Boise County, ID",3425.0,3468.0,3462.0,3538.0,3557.0,3677.0,3694.0,3579.0,3502.0,3414.0,3054.0,3059.0,2980.0,2954.0,2903.0,3049.0,3092.0,3227.0,3408.0,3546.0,3840.0,3914.0,4016.0,4077.0,3257.0,3327.0,3288.0,3343.0,3377.0,3512.0,3559.0,3457.0,3297.0,3107.0,2736.0,2749.0,2690.0,2687.0,2730.0,2870.0,2935.0,3072.0,3265.0,3395.0,3533.0,3710.0,3859.0,3905.0,102.0,74121.0,1.0,2.0,168.0,141.0,174.0,195.0,180.0,165.0,135.0,122.0,205.0,307.0,318.0,310.0,290.0,267.0,173.0,179.0,157.0,155.0,143.0,151.0,307.0,204.0,157.0,172.0,4.9,4.1,5.0,5.5,5.1,4.5,3.7,3.4,5.9,9.0,10.4,10.1,9.7,9.0,6.0,5.9,5.1,4.8,4.2,4.3,8.0,5.2,3.9,4.2,2.0
"Bolivar County, MS",16196.0,15870.0,15881.0,15791.0,15639.0,15531.0,15517.0,15454.0,15119.0,14729.0,14930.0,15051.0,14545.0,13800.0,13270.0,13351.0,13346.0,12871.0,12380.0,11963.0,11359.0,11301.0,11139.0,11177.0,15047.0,14760.0,14351.0,14563.0,14357.0,14089.0,14284.0,14200.0,13820.0,13186.0,13280.0,13413.0,13033.0,12332.0,11989.0,12288.0,12360.0,12023.0,11605.0,11109.0,10386.0,10543.0,10619.0,10773.0,75.7,39984.0,0.0,7.0,1149.0,1110.0,1530.0,1228.0,1282.0,1442.0,1233.0,1254.0,1299.0,1543.0,1650.0,1638.0,1512.0,1468.0,1281.0,1063.0,986.0,848.0,775.0,854.0,973.0,758.0,520.0,404.0,7.1,7.0,9.6,7.8,8.2,9.3,7.9,8.1,8.6,10.5,11.1,10.9,10.4,10.6,9.7,8.0,7.4,6.6,6.3,7.1,8.6,6.7,4.7,3.6,8.0
"Bollinger County, MO",6243.0,6287.0,6246.0,6231.0,6114.0,5860.0,5876.0,5784.0,5654.0,5615.0,5817.0,5730.0,5685.0,5735.0,5623.0,5521.0,5454.0,5489.0,5427.0,5429.0,5343.0,5270.0,5231.0,5278.0,5985.0,5924.0,5854.0,5858.0,5745.0,5495.0,5553.0,5470.0,5272.0,5052.0,5236.0,5204.0,5273.0,5325.0,5241.0,5206.0,5169.0,5249.0,5228.0,5220.0,5039.0,5061.0,5089.0,5121.0,83.3,53932.0,1.0,3.0,258.0,363.0,392.0,373.0,369.0,365.0,323.0,314.0,382.0,563.0,581.0,526.0,412.0,410.0,382.0,315.0,285.0,240.0,199.0,209.0,304.0,209.0,142.0,157.0,4.1,5.8,6.3,6.0,6.0,6.2,5.5,5.4,6.8,10.0,10.0,9.2,7.2,7.1,6.8,5.7,5.2,4.4,3.7,3.8,5.7,4.0,2.7,3.0,2.0
"Bon Homme County, SD",3323.0,3335.0,3384.0,3411.0,3345.0,3344.0,3204.0,3048.0,3023.0,3102.0,3206.0,3149.0,3069.0,3024.0,3024.0,3029.0,2960.0,2910.0,2870.0,2864.0,2854.0,2824.0,2848.0,2873.0,3234.0,3223.0,3270.0,3293.0,3229.0,3222.0,3077.0,2932.0,2918.0,2948.0,3073.0,2997.0,2955.0,2928.0,2941.0,2950.0,2879.0,2831.0,2803.0,2789.0,2750.0,2756.0,2795.0,2818.0,89.2,62963.0,0.0,9.0,89.0,112.0,114.0,118.0,116.0,122.0,127.0,116.0,105.0,154.0,133.0,152.0,114.0,96.0,83.0,79.0,81.0,79.0,67.0,75.0,104.0,68.0,53.0,55.0,2.7,3.4,3.4,3.5,3.5,3.6,4.0,3.8,3.5,5.0,4.1,4.8,3.7,3.2,2.7,2.6,2.7,2.7,2.3,2.6,3.6,2.4,1.9,1.9,10.0
"Bond County, IL",8321.0,8192.0,8237.0,8241.0,8335.0,8511.0,8636.0,8736.0,8767.0,8540.0,8525.0,8488.0,8242.0,8028.0,7892.0,7795.0,7911.0,7930.0,7836.0,7798.0,7402.0,7470.0,7451.0,7573.0,7972.0,7792.0,7788.0,7735.0,7834.0,8056.0,8215.0,8279.0,8171.0,7689.0,7657.0,7694.0,7499.0,7334.0,7371.0,7381.0,7506.0,7579.0,7496.0,7511.0,6886.0,7121.0,7155.0,7252.0,86.1,66071.0,1.0,1.0,349.0,400.0,449.0,506.0,501.0,455.0,421.0,457.0,596.0,851.0,868.0,794.0,743.0,694.0,521.0,414.0,405.0,351.0,340.0,287.0,516.0,349.0,296.0,321.0,4.2,4.9,5.5,6.1,6.0,5.3,4.9,5.2,6.8,10.0,10.2,9.4,9.0,8.6,6.6,5.3,5.1,4.4,4.3,3.7,7.0,4.7,4.0,4.2,1.0
"Bonner County, ID",17648.0,18093.0,18648.0,18574.0,19376.0,20432.0,20464.0,20666.0,20529.0,21143.0,19521.0,19012.0,18696.0,18497.0,18116.0,18517.0,18871.0,19387.0,19787.0,20233.0,21362.0,21858.0,22144.0,22417.0,16292.0,16655.0,17122.0,17138.0,18198.0,19396.0,19513.0,19870.0,19200.0,18795.0,17040.0,16700.0,16691.0,16695.0,16937.0,17493.0,17879.0,18510.0,18975.0,19391.0,19706.0,20825.0,21296.0,21443.0,89.3,64860.0,0.0,6.0,1356.0,1438.0,1526.0,1436.0,1178.0,1036.0,951.0,796.0,1329.0,2348.0,2481.0,2312.0,2005.0,1802.0,1179.0,1024.0,992.0,877.0,812.0,842.0,1656.0,1033.0,848.0,974.0,7.7,7.9,8.2,7.7,6.1,5.1,4.6,3.9,6.5,11.1,12.7,12.2,10.7,9.7,6.5,5.5,5.3,4.5,4.1,4.2,7.8,4.7,3.8,4.3,5.0
"Bonneville County, ID",41505.0,42706.0,43703.0,45825.0,46643.0,48926.0,49609.0,50341.0,50465.0,50490.0,49159.0,49274.0,49290.0,49346.0,49418.0,51063.0,52377.0,53921.0,55540.0,57544.0,59122.0,61411.0,63378.0,65279.0,40094.0,41164.0,42032.0,44127.0,45036.0,47474.0,48299.0,49228.0,48695.0,47286.0,45843.0,45938.0,46104.0,46351.0,47550.0,49414.0,50762.0,52459.0,54196.0,56178.0,56680.0,59648.0,61809.0,63581.0,102.6,74505.0,1.0,3.0,1411.0,1542.0,1671.0,1698.0,1607.0,1452.0,1310.0,1113.0,1770.0,3204.0,3316.0,3336.0,3186.0,2995.0,1868.0,1649.0,1615.0,1462.0,1344.0,1366.0,2442.0,1763.0,1569.0,1698.0,3.4,3.6,3.8,3.7,3.4,3.0,2.6,2.2,3.5,6.3,6.7,6.8,6.5,6.1,3.8,3.2,3.1,2.7,2.4,2.4,4.1,2.9,2.5,2.6,2.0
"Boone County, AR",16246.0,16104.0,16206.0,16187.0,16241.0,16579.0,16862.0,16758.0,16832.0,16919.0,16502.0,16613.0,16590.0,16140.0,15780.0,15909.0,15957.0,15794.0,15801.0,15921.0,15579.0,15589.0,15719.0,15848.0,15577.0,15290.0,15315.0,15268.0,15296.0,15728.0,16018.0,15895.0,15920.0,15666.0,15259.0,15354.0,15376.0,15037.0,14858.0,15145.0,15370.0,15249.0,15253.0,15421.0,14742.0,15114.0,15278.0,15352.0,95.5,53025.0,0.0,7.0,669.0,814.0,891.0,919.0,945.0,851.0,844.0,863.0,912.0,1253.0,1243.0,1259.0,1214.0,1103.0,922.0,764.0,587.0,545.0,548.0,500.0,837.0,475.0,441.0,496.0,4.1,5.1,5.5,5.7,5.8,5.1,5.0,5.1,5.4,7.4,7.5,7.6,7.3,6.8,5.8,4.8,3.7,3.5,3.5,3.1,5.4,3.0,2.8,3.1,8.0
"Boone County, IA",14616.0,14907.0,15092.0,15041.0,15019.0,15361.0,15514.0,15498.0,15686.0,15724.0,14806.0,14720.0,14630.0,14902.0,15193.0,15313.0,15193.0,14978.0,15029.0,15168.0,14458.0,14612.0,14840.0,14968.0,14296.0,14494.0,14609.0,14517.0,14489.0,14827.0,15062.0,14990.0,15127.0,14791.0,13946.0,13977.0,13994.0,14298.0,14677.0,14855.0,14772.0,14618.0,14703.0,14817.0,13882.0,14148.0,14494.0,14597.0,107.4,74896.0,1.0,3.0,320.0,413.0,483.0,524.0,530.0,534.0,452.0,508.0,559.0,933.0,860.0,743.0,636.0,604.0,516.0,458.0,421.0,360.0,326.0,351.0,576.0,464.0,346.0,371.0,2.2,2.8,3.2,3.5,3.5,3.5,2.9,3.3,3.6,5.9,5.8,5.0,4.3,4.1,3.4,3.0,2.8,2.4,2.2,2.3,4.0,3.2,2.3,2.5,5.0
"Boone County, IL",22110.0,22153.0,22316.0,22758.0,23628.0,24661.0,25728.0,26667.0,26732.0,26063.0,27346.0,27128.0,26721.0,26351.0,26281.0,26343.0,26437.0,26202.0,26724.0,26457.0,25325.0,24956.0,24845.0,24945.0,21079.0,20779.0,20672.0,20944.0,21901.0,23041.0,24296.0,24893.0,24196.0,22006.0,23540.0,23924.0,23921.0,23689.0,24210.0,24621.0,24753.0,24445.0,25199.0,25028.0,22454.0,22770.0,23183.0,23187.0,109.1,83695.0,1.0,2.0,1031.0,1374.0,1644.0,1814.0,1727.0,1620.0,1432.0,1774.0,2536.0,4057.0,3806.0,3204.0,2800.0,2662.0,2071.0,1722.0,1684.0,1757.0,1525.0,1429.0,2871.0,2186.0,1662.0,1758.0,4.7,6.2,7.4,8.0,7.3,6.6,5.6,6.7,9.5,15.6,13.9,11.8,10.5,10.1,7.9,6.5,6.4,6.7,5.7,5.4,11.3,8.8,6.7,7.0,2.0
"Boone County, IN",24255.0,24746.0,25408.0,26119.0,26498.0,27155.0,28057.0,27912.0,28542.0,28469.0,29421.0,29896.0,30262.0,31144.0,32204.0,33492.0,34896.0,35395.0,36313.0,36821.0,36161.0,37031.0,37946.0,38693.0,23749.0,24048.0,24441.0,25074.0,25441.0,26048.0,27026.0,26938.0,27303.0,26230.0,27251.0,27932.0,28450.0,29402.0,30795.0,32264.0,33733.0,34398.0,35336.0,35916.0,34582.0,36169.0,37162.0,37724.0,154.0,102805.0,1.0,1.0,506.0,698.0,967.0,1045.0,1057.0,1107.0,1031.0,974.0,1239.0,2239.0,2170.0,1964.0,1812.0,1742.0,1409.0,1228.0,1163.0,997.0,977.0,905.0,1579.0,862.0,784.0,969.0,2.1,2.8,3.8,4.0,4.0,4.1,3.7,3.5,4.3,7.9,7.4,6.6,6.0,5.6,4.4,3.7,3.3,2.8,2.7,2.5,4.4,2.3,2.1,2.5,1.0
"Boone County, KY",49124.0,50173.0,51448.0,53892.0,56928.0,59651.0,61274.0,61815.0,63099.0,64461.0,63579.0,64380.0,65423.0,66044.0,65273.0,65619.0,67283.0,69892.0,70544.0,72206.0,70172.0,70755.0,71775.0,71478.0,47683.0,48214.0,49306.0,51261.0,54408.0,56807.0,58394.0,59106.0,59622.0,58430.0,57900.0,59345.0,60922.0,61712.0,61910.0,62983.0,64755.0,67247.0,68224.0,69877.0,66475.0,68210.0,69447.0,68936.0,152.4,90265.0,1.0,1.0,1441.0,1959.0,2142.0,2631.0,2520.0,2844.0,2880.0,2709.0,3477.0,6031.0,5679.0,5035.0,4501.0,4332.0,3363.0,2636.0,2528.0,2645.0,2320.0,2329.0,3697.0,2545.0,2328.0,2542.0,2.9,3.9,4.2,4.9,4.4,4.8,4.7,4.4,5.5,9.4,8.9,7.8,6.9,6.6,5.2,4.0,3.8,3.8,3.3,3.2,5.3,3.6,3.2,3.6,1.0
"Boone County, MO",79087.0,79667.0,81399.0,82686.0,83107.0,85768.0,86930.0,88093.0,87900.0,88501.0,92186.0,93593.0,95695.0,97230.0,97268.0,98238.0,98042.0,97225.0,97496.0,98127.0,95454.0,97779.0,99229.0,101183.0,77331.0,77320.0,78631.0,79737.0,79880.0,82695.0,84059.0,84829.0,83993.0,83066.0,86285.0,88143.0,91218.0,92812.0,93196.0,94717.0,94825.0,94687.0,95257.0,95808.0,91342.0,94984.0,97207.0,98678.0,98.8,63981.0,1.0,3.0,1756.0,2347.0,2768.0,2949.0,3227.0,3073.0,2871.0,3264.0,3907.0,5435.0,5901.0,5450.0,4477.0,4418.0,4072.0,3521.0,3217.0,2538.0,2239.0,2319.0,4112.0,2795.0,2022.0,2505.0,2.2,2.9,3.4,3.6,3.9,3.6,3.3,3.7,4.4,6.1,6.4,5.8,4.7,4.5,4.2,3.6,3.3,2.6,2.3,2.4,4.3,2.9,2.0,2.5,2.0
"Boone County, NE",3206.0,3182.0,3245.0,3279.0,3230.0,3165.0,3169.0,3171.0,3249.0,3330.0,2955.0,3041.0,3036.0,3049.0,3025.0,3024.0,3021.0,2956.0,2949.0,2998.0,2953.0,2938.0,3006.0,2958.0,3128.0,3082.0,3146.0,3175.0,3126.0,3058.0,3090.0,3095.0,3166.0,3216.0,2849.0,2930.0,2945.0,2952.0,2947.0,2950.0,2942.0,2883.0,2881.0,2915.0,2879.0,2888.0,2955.0,2909.0,98.1,68533.0,0.0,9.0,78.0,100.0,99.0,104.0,104.0,107.0,79.0,76.0,83.0,114.0,106.0,111.0,91.0,97.0,78.0,74.0,79.0,73.0,68.0,83.0,74.0,50.0,51.0,49.0,2.4,3.1,3.1,3.2,3.2,3.4,2.5,2.4,2.6,3.4,3.6,3.7,3.0,3.2,2.6,2.4,2.6,2.5,2.3,2.8,2.5,1.7,1.7,1.7,10.0
"Boone County, WV",9692.0,9564.0,9797.0,9472.0,9354.0,9333.0,9406.0,9374.0,9341.0,9349.0,8800.0,8676.0,8914.0,8662.0,8499.0,8277.0,8014.0,7600.0,7517.0,7369.0,7307.0,7054.0,7164.0,7253.0,9023.0,9036.0,8985.0,8826.0,8850.0,8873.0,8940.0,8909.0,8946.0,8569.0,8024.0,7995.0,8018.0,7842.0,7725.0,7490.0,7284.0,7112.0,7066.0,6964.0,6550.0,6616.0,6846.0,6948.0,86.0,46508.0,1.0,3.0,669.0,528.0,812.0,646.0,504.0,460.0,466.0,465.0,395.0,780.0,776.0,681.0,896.0,820.0,774.0,787.0,730.0,488.0,451.0,405.0,757.0,438.0,318.0,305.0,6.9,5.5,8.3,6.8,5.4,4.9,5.0,5.0,4.2,8.3,8.8,7.8,10.1,9.5,9.1,9.5,9.1,6.4,6.0,5.5,10.4,6.2,4.4,4.2,2.0
"Borden County, TX",423.0,441.0,438.0,526.0,510.0,459.0,407.0,372.0,397.0,425.0,359.0,388.0,417.0,416.0,423.0,412.0,366.0,320.0,341.0,401.0,440.0,598.0,676.0,736.0,396.0,427.0,421.0,503.0,490.0,441.0,388.0,357.0,384.0,402.0,335.0,367.0,400.0,399.0,410.0,400.0,353.0,309.0,330.0,391.0,425.0,585.0,663.0,723.0,104.0,75186.0,0.0,9.0,27.0,14.0,17.0,23.0,20.0,18.0,19.0,15.0,13.0,23.0,24.0,21.0,17.0,17.0,13.0,12.0,13.0,11.0,11.0,10.0,15.0,13.0,13.0,13.0,6.4,3.2,3.9,4.4,3.9,3.9,4.7,4.0,3.3,5.4,6.7,5.4,4.1,4.1,3.1,2.9,3.6,3.4,3.2,2.5,3.4,2.2,1.9,1.8,7.0
"Bosque County, TX",8078.0,8041.0,8045.0,8277.0,8421.0,8424.0,8195.0,8173.0,8273.0,8574.0,8462.0,8406.0,8169.0,8065.0,8128.0,8064.0,8191.0,8135.0,8156.0,8247.0,8226.0,8532.0,8736.0,8800.0,7737.0,7641.0,7540.0,7721.0,7940.0,7989.0,7787.0,7820.0,7896.0,7909.0,7714.0,7685.0,7583.0,7539.0,7703.0,7699.0,7838.0,7808.0,7851.0,7965.0,7776.0,8140.0,8410.0,8492.0,84.5,61048.0,1.0,2.0,341.0,400.0,505.0,556.0,481.0,435.0,408.0,353.0,377.0,665.0,748.0,721.0,586.0,526.0,425.0,365.0,353.0,327.0,305.0,282.0,450.0,392.0,326.0,308.0,4.2,5.0,6.3,6.7,5.7,5.2,5.0,4.3,4.6,7.8,8.8,8.6,7.2,6.5,5.2,4.5,4.3,4.0,3.7,3.4,5.5,4.6,3.7,3.5,4.0
"Bossier Parish, LA",46913.0,47212.0,46856.0,47468.0,48735.0,51697.0,52455.0,52925.0,54281.0,54029.0,56595.0,57162.0,57612.0,56900.0,57910.0,57945.0,57649.0,57713.0,58101.0,57996.0,56481.0,56832.0,57717.0,57979.0,44731.0,44776.0,44060.0,44507.0,46161.0,48923.0,50637.0,50836.0,51976.0,50786.0,53369.0,53981.0,54441.0,53608.0,54652.0,54695.0,54581.0,55141.0,55653.0,55593.0,52730.0,54555.0,55986.0,56104.0,115.1,63812.0,1.0,2.0,2182.0,2436.0,2796.0,2961.0,2574.0,2774.0,1818.0,2089.0,2305.0,3243.0,3226.0,3181.0,3171.0,3292.0,3258.0,3250.0,3068.0,2572.0,2448.0,2403.0,3751.0,2277.0,1731.0,1875.0,4.7,5.2,6.0,6.2,5.3,5.4,3.5,3.9,4.2,6.0,5.7,5.6,5.5,5.8,5.6,5.6,5.3,4.5,4.2,4.1,6.6,4.0,3.0,3.2,2.0
"Botetourt County, VA",16476.0,16732.0,17174.0,16867.0,16735.0,17051.0,17413.0,17427.0,17728.0,17565.0,17722.0,17703.0,17702.0,17634.0,17749.0,17459.0,17375.0,17435.0,17354.0,17651.0,17164.0,17171.0,17646.0,18119.0,16185.0,16276.0,16523.0,16232.0,16131.0,16494.0,16926.0,16930.0,17103.0,16437.0,16551.0,16667.0,16752.0,16731.0,16900.0,16738.0,16755.0,16828.0,16885.0,17210.0,16364.0,16652.0,17214.0,17658.0,94.5,81122.0,1.0,2.0,291.0,456.0,651.0,635.0,604.0,557.0,487.0,497.0,625.0,1128.0,1171.0,1036.0,950.0,903.0,849.0,721.0,620.0,607.0,469.0,441.0,800.0,519.0,432.0,461.0,1.8,2.7,3.8,3.8,3.6,3.3,2.8,2.9,3.5,6.4,6.6,5.9,5.4,5.1,4.8,4.1,3.6,3.5,2.7,2.5,4.7,3.0,2.4,2.5,2.0
"Bottineau County, ND",3484.0,3484.0,3605.0,3568.0,3534.0,3520.0,3461.0,3425.0,3610.0,3657.0,3403.0,3425.0,3389.0,3222.0,3220.0,3216.0,3222.0,3150.0,3035.0,2996.0,2967.0,2986.0,2995.0,3007.0,3352.0,3373.0,3456.0,3409.0,3393.0,3380.0,3337.0,3306.0,3496.0,3523.0,3271.0,3301.0,3279.0,3098.0,3113.0,3075.0,3072.0,3046.0,2942.0,2905.0,2814.0,2870.0,2909.0,2936.0,94.7,69351.0,0.0,8.0,132.0,111.0,149.0,159.0,141.0,140.0,124.0,119.0,114.0,134.0,132.0,124.0,110.0,124.0,107.0,141.0,150.0,104.0,93.0,91.0,153.0,116.0,86.0,71.0,3.8,3.2,4.1,4.5,4.0,4.0,3.6,3.5,3.2,3.7,3.9,3.6,3.2,3.8,3.3,4.4,4.7,3.3,3.1,3.0,5.2,3.9,2.9,2.4,10.0
